CustomerID,RecencyDays,Frequency,Monetary,TenureDays,Segment,Cluster,PCA1,PCA2,MadePurchase
12386.0,192,2,401.9,293,Loyal Customers,0,0.13200802579466617,-0.17336701097811777,0
12388.0,98,2,334.95000000000005,63,Loyal Customers,0,-0.296031495214113,-0.3252708498732665,0
12393.0,39,2,884.1,89,Loyal Customers,0,0.012051110993611065,-0.5770904224086322,0
12394.0,153,2,1272.48,34,Loyal Customers,0,-0.43151027065000414,0.13631457534504476,0
12395.0,5,8,1759.68,632,At Risk,1,2.5647522780709675,-1.0803152549722614,1
12397.0,243,1,1195.09,0,New Customers,2,-0.9197319962174052,0.5742960567287021,0
12399.0,2,3,820.6,93,Loyal Customers,0,0.2440155045965764,-0.7257805524824977,1
12401.0,99,1,84.3,0,Loyal Customers,0,-0.6380476428788329,-0.3205687500746995,0
12406.0,93,2,1486.7,1,Loyal Customers,0,-0.33523409591427245,-0.08611493290280373,0
12407.0,186,1,719.06,0,Loyal Customers,0,-0.812392793237255,0.2145637471530436,0
12408.0,128,5,1352.45,176,Loyal Customers,0,0.4396254943243039,-0.02280932314186372,0
12409.0,65,1,6207.08,0,Loyal Customers,0,0.15948983931357277,0.43708338008287206,0
12410.0,38,3,681.0799999999999,214,Loyal Customers,0,0.48739001937784043,-0.7402326714425755,0
12413.0,9,4,609.5,235,Loyal Customers,0,0.7465130381910048,-0.8743653057667392,1
12414.0,188,2,319.61,123,Loyal Customers,0,-0.3740374434976543,0.039634425033963354,0
12415.0,70,13,43977.36,269,High Value Inactive,3,6.740178483059768,6.445409109498192,0
12417.0,60,7,1502.18,222,At Risk,1,1.0317502233237634,-0.302846050711298,0
12420.0,153,1,600.39,0,Loyal Customers,0,-0.7322824441259879,0.030111446522750374,0
12422.0,215,1,147.7,0,New Customers,2,-0.9601479366977547,0.27412806719489535,0
12423.0,89,4,538.72,249,Loyal Customers,0,0.5530989973922723,-0.50183688153475,0
12427.0,61,2,586.08,577,At Risk,1,1.3736709282945045,-1.2165531099703981,0
12428.0,32,7,6518.41,309,At Risk,1,1.9455291063494489,0.1914260079638767,0
12429.0,454,1,1281.5,0,New Customers,2,-1.508931525574779,1.65164156400852,0
12431.0,2,8,3032.05,695,At Risk,1,2.9071965558143664,-0.993402933454419,1
12433.0,89,5,9033.92,607,At Risk,1,2.7176968033572844,0.32332657411680926,0
12434.0,250,1,-13.2,0,New Customers,2,-1.0779450476653372,0.4262427687897955,0
12436.0,335,1,509.01,0,New Customers,2,-1.2594975201419372,0.9342081430248199,0
12437.0,9,7,2040.81,301,At Risk,1,1.474284595063192,-0.5925013819102327,1
12441.0,485,1,173.55,0,New Customers,2,-1.7237998245035606,1.6398651643996942,0
12442.0,181,1,172.06,0,Loyal Customers,0,-0.860822684413871,0.10633699906960148,0
12444.0,0,2,1636.08,63,Loyal Customers,0,0.13118732962738305,-0.6221108361171874,1
12447.0,67,1,476.49,0,Loyal Customers,0,-0.5022878886414947,-0.4224536218640726,0
12449.0,92,3,2724.58,212,Loyal Customers,0,0.5620531720896337,-0.15487584723792647,0
12450.0,186,1,96.0,0,Loyal Customers,0,-0.8837273539868924,0.1200135785647663,0
12451.0,214,2,4927.87,4,Loyal Customers,0,-0.2758433521265984,1.0420464279183361,0
12455.0,186,3,477.46000000000004,93,Loyal Customers,0,-0.3177023475689386,0.15019874879832185,0
12457.0,0,4,-24.200000000000003,304,At Risk,1,0.9056946327177345,-1.115634633132341,1
12461.0,125,2,826.88,58,Loyal Customers,0,-0.331311868683684,-0.10721298335948741,0
12462.0,99,2,717.33,52,Loyal Customers,0,-0.287961226431719,-0.2463045178703019,0
12463.0,6,2,344.57,0,Loyal Customers,0,-0.22196620490168273,-0.6967964073396017,1
12464.0,283,1,213.89999999999998,0,New Customers,2,-1.1456411727498923,0.6271494635073788,0
12465.0,301,1,-8.3,0,New Customers,2,-1.2221884324670094,0.6842179450898573,0
12468.0,218,1,508.95000000000005,0,New Customers,2,-0.9273060851414408,0.3440794967014665,0
12471.0,0,22,9867.74,666,At Risk,1,5.320032727339587,0.8225775684705007,1
12472.0,90,7,1611.4,606,At Risk,1,2.106515816660748,-0.6898708699651788,0
12473.0,60,7,636.19,278,At Risk,1,1.0999374388130945,-0.5151858014806449,0
12474.0,3,8,1045.94,542,At Risk,1,2.219783062363985,-1.0686562924277014,1
12476.0,120,4,169.29999999999998,126,Loyal Customers,0,0.05524613089781374,-0.22379520341584513,0
12477.0,38,4,3317.81,304,At Risk,1,1.1804301512808277,-0.41681749466874185,0
12478.0,181,1,680.99,0,Loyal Customers,0,-0.8025549445456192,0.18356779112756053,0
12479.0,181,2,-49.9,30,Loyal Customers,0,-0.6743633997769978,0.0826472041938453,0
12480.0,29,2,1952.93,132,Loyal Customers,0,0.2913045700719907,-0.5274702027743365,1
12481.0,162,4,2064.77,292,At Risk,1,0.6490378384387294,0.035798881445434215,0
12483.0,35,8,1107.6100000000001,268,At Risk,1,1.3172398149363425,-0.5019448825395131,0
12484.0,152,5,1970.79,122,Loyal Customers,0,0.28091767078800617,0.27010921343043093,0
12489.0,162,1,334.93,0,Loyal Customers,0,-0.7882288547718126,0.03522135575156156,0
12490.0,96,4,2463.06,205,Loyal Customers,0,0.6220653760801609,-0.11092583268080136,0
12491.0,333,1,460.40000000000003,0,New Customers,2,-1.259384308420145,0.916743998524597,0
12492.0,153,1,136.82,0,Loyal Customers,0,-0.785356886919153,-0.04023590630437336,0
12494.0,217,4,181.97,237,Loyal Customers,0,0.11296632578449012,0.10696769950102666,0
12500.0,70,5,693.48,211,Loyal Customers,0,0.6334434473761117,-0.4659246717776009,0
12501.0,162,1,2169.39,0,Loyal Customers,0,-0.5782002888025964,0.3136030561792108,0
12502.0,188,4,3021.07,94,Loyal Customers,0,0.09305469006973797,0.5981827277581012,0
12503.0,192,1,-1126.0,0,Loyal Customers,0,-1.040670770858969,-0.03516397653935975,0
12504.0,90,1,449.4,0,Loyal Customers,0,-0.5706933812506086,-0.3105581591941537,0
12505.0,38,1,-4.5,0,Loyal Customers,0,-0.4750170083416552,-0.6417134285586922,0
12507.0,156,2,0.0,0,Loyal Customers,0,-0.6873115193240215,0.0074781596394856865,0
12508.0,60,1,275.19,0,Loyal Customers,0,-0.5054597495408188,-0.4883074570599361,0
12512.0,244,2,138.03,0,New Customers,2,-0.9213669250477008,0.47227498750273955,0
12516.0,4,1,583.2,0,Loyal Customers,0,-0.3111945784942932,-0.7240169160777521,0
12517.0,29,5,2047.69,277,At Risk,1,1.102115483261804,-0.562591028814694,1
12518.0,0,3,1207.16,89,Loyal Customers,0,0.2819991241756164,-0.6714267499926996,1
12519.0,153,1,340.84,0,Loyal Customers,0,-0.7619984991488884,-0.009275604896193845,0
12520.0,37,1,987.42,0,Loyal Customers,0,-0.35861211499993817,-0.4962320300778595,0
12523.0,9,5,354.5,331,At Risk,1,1.1264057964321865,-0.9984444293690201,1
12524.0,70,4,2962.6,268,At Risk,1,0.9413317646799533,-0.25729787836395784,0
12526.0,89,2,797.38,94,Loyal Customers,0,-0.1249019831567888,-0.3452878715675577,0
12528.0,129,2,552.64,23,Loyal Customers,0,-0.4786513713692933,-0.07807633599417249,0
12530.0,30,3,1244.68,132,Loyal Customers,0,0.3296051340274317,-0.5765588990261441,0
12532.0,90,1,349.83000000000004,0,Loyal Customers,0,-0.5820932178856701,-0.32566803671210504,0
12534.0,336,1,1089.18,0,New Customers,2,-1.1959127662443876,1.0272934548703518,0
12535.0,92,2,716.35,94,Loyal Customers,0,-0.14269706789609599,-0.34245300958774677,0
12536.0,30,2,4106.82,271,At Risk,1,0.9504149566346954,-0.3964373368232021,0
12538.0,60,1,363.95,0,Loyal Customers,0,-0.4952975571161121,-0.47483801115762253,0
12539.0,70,1,1715.85,0,Loyal Customers,0,-0.3689106293558063,-0.21924785322635473,0
12540.0,39,8,5047.38,302,At Risk,1,1.8585457872564473,0.06696257093791484,0
12541.0,60,2,757.44,191,Loyal Customers,0,0.24271312836362155,-0.6377907975924298,0
12544.0,60,2,355.7,213,Loyal Customers,0,0.2624563925994846,-0.7305471890433096,0
12546.0,244,1,-20.0,0,New Customers,2,-1.0616877737797377,0.3949483193337264,0
12547.0,251,1,159.4,0,New Customers,2,-1.061023258690475,0.45747880093269194,0
12552.0,333,1,120.0,0,New Customers,2,-1.2983569346185473,0.8650878540321731,0
12553.0,0,4,1356.57,331,At Risk,1,1.1444592969539025,-0.945118218550916,1
12556.0,33,1,312.9,0,Loyal Customers,0,-0.424481158960401,-0.6187663479134293,0
12557.0,39,3,8183.46,598,At Risk,1,2.4909432514757395,-0.1516047528698684,0
12558.0,120,2,1.0658141036401503e-14,180,Loyal Customers,0,-0.047234168561193675,-0.4342119899561801,0
12559.0,311,2,50.10000000000001,0,New Customers,2,-1.1216673072842056,0.7968631982903497,0
12560.0,242,1,697.7,0,New Customers,2,-0.973839211934274,0.4937727179768329,0
12561.0,69,1,238.85,0,Loyal Customers,0,-0.53517405644229,-0.4484282886475051,0
12562.0,216,2,1304.3700000000001,115,Loyal Customers,0,-0.36469705353172666,0.3418588927807834,0
12565.0,282,1,-14.75,0,New Customers,2,-1.1689801641290447,0.5874077706747046,0
12567.0,126,7,4357.27,450,At Risk,1,1.8525299774969708,0.13382665018748213,0
12569.0,0,18,2534.95,339,At Risk,1,3.0144682397844007,-0.031022446923322615,1
12571.0,63,1,248.35,0,Loyal Customers,0,-0.5170505845336765,-0.477249191819125,0
12572.0,332,1,487.68,0,New Customers,2,-1.2534217010244528,0.9158400173838912,0
12576.0,130,4,1076.6299999999999,113,Loyal Customers,0,0.09188831459079723,-0.01688304694736468,0
12577.0,243,3,399.51,0,New Customers,2,-0.76636271410936,0.5602565714934086,0
12578.0,223,1,-7.6499999999999995,0,New Customers,2,-1.0006484772333935,0.2909035559419533,0
12580.0,159,1,415.7,0,Loyal Customers,0,-0.7704635376083326,0.03234703843224414,0
12583.0,0,9,5093.2699999999995,697,At Risk,1,3.2770697680546745,-0.6402423767597907,1
12584.0,157,7,742.99,93,Loyal Customers,0,0.2839496610230233,0.2576059641626374,0
12585.0,223,1,-56.04,0,New Customers,2,-1.0061886810575436,0.28356031025456085,0
12586.0,546,1,-17.0,0,New Customers,2,-1.9188134294535577,1.9186181156100133,0
12587.0,301,1,144.0,0,New Customers,2,-1.204751502472836,0.707329668962349,0
12589.0,29,1,515.1800000000001,0,Loyal Customers,0,-0.38996477797738793,-0.6082451208284434,0
12590.0,5,3,9861.38,302,At Risk,1,1.8951007263607096,0.3592785805262556,1
12592.0,66,2,437.6,56,Loyal Customers,0,-0.21433824590847494,-0.4609782150593052,0
12593.0,219,2,321.8,85,Loyal Customers,0,-0.5753538105214594,0.2512363668906282,0
12594.0,63,3,850.83,239,Loyal Customers,0,0.5105453913023305,-0.6245060385111454,0
12596.0,36,1,269.95,0,Loyal Customers,0,-0.4379164387477835,-0.6101527962089666,0
12597.0,95,2,784.57,57,Loyal Customers,0,-0.2539650417079384,-0.2635012011791197,0
12598.0,29,5,1179.92,308,At Risk,1,1.0953957820338003,-0.739073826611735,1
12599.0,33,4,636.3,183,Loyal Customers,0,0.5260556498858259,-0.674103902247811,0
12600.0,29,3,884.02,608,At Risk,1,1.7134996963662361,-1.3241927001843856,1
12601.0,39,3,325.46,240,Loyal Customers,0,0.5215267915855624,-0.8267268671548976,0
12602.0,0,1,153.12,0,Loyal Customers,0,-0.3490775215501219,-0.8094571447249316,0
12605.0,454,1,-7.5,0,New Customers,2,-1.6565100072720196,1.4560341308395002,0
12607.0,0,2,3.552713678800501e-15,61,Loyal Customers,0,-0.06210482585075423,-0.8674979468776082,1
12609.0,187,1,512.8,0,Loyal Customers,0,-0.8388469418696982,0.18830727958266238,0
12610.0,32,2,935.2,183,Loyal Customers,0,0.31866044044105535,-0.7404800123372727,0
12613.0,121,1,-125.4,0,Loyal Customers,0,-0.7245209761321568,-0.2414283501186791,0
12614.0,160,1,315.6,0,Loyal Customers,0,-0.7847633560491707,0.022200489484999576,0
12615.0,151,2,1079.8,123,Loyal Customers,0,-0.18194861166038034,-0.03162475003694879,0
12616.0,215,2,449.75,125,Loyal Customers,0,-0.42982252420299094,0.19267460694132216,0
12617.0,60,1,355.53,0,Loyal Customers,0,-0.4962615686102089,-0.47611575715241167,0
12619.0,60,4,449.16,186,Loyal Customers,0,0.43693309234972777,-0.5706564574547737,0
12621.0,5,6,3368.99,448,At Risk,1,1.9547325063667151,-0.6768959422897436,1
12623.0,129,1,305.1,0,Loyal Customers,0,-0.697947153981738,-0.13574935887195458,0
12625.0,5,2,897.7,277,Loyal Customers,0,0.6719119309191859,-1.0181899032148563,1
12626.0,156,4,2380.61,186,Loyal Customers,0,0.3854931412627379,0.20664425134854877,0
12627.0,183,3,2441.14,122,Loyal Customers,0,0.0022942318722530487,0.39115108112831465,0
12628.0,182,3,786.46,30,Loyal Customers,0,-0.45921939236587456,0.2679550923851717,0
12633.0,0,3,411.08,305,At Risk,1,0.8362903720491879,-1.1043708168723259,1
12635.0,31,2,1689.18,94,Loyal Customers,0,0.14188030327742107,-0.5024939493011993,0
12637.0,92,4,3630.15,182,Loyal Customers,0,0.6983166329756554,0.07924347642059858,0
12638.0,182,1,671.69,0,Loyal Customers,0,-0.806459009582183,0.1872002607464502,0
12643.0,39,5,3094.14,240,At Risk,1,1.0829706114548225,-0.29988524319933746,0
12644.0,305,1,477.91,0,New Customers,2,-1.1778791277527896,0.7781759745312783,0
12645.0,182,3,874.12,153,Loyal Customers,0,-0.0816437729821657,0.10351242599174094,0
12646.0,212,1,615.28,0,New Customers,2,-0.8980964810507142,0.3299526724699212,0
12647.0,31,7,2260.07,545,At Risk,1,2.1660256658384105,-0.8008659479156451,0
12648.0,125,1,318.05,0,Loyal Customers,0,-0.6851072927347517,-0.153959206513028,0
12649.0,35,2,355.2,418,At Risk,1,0.9459473021168225,-1.1529589601979364,0
12650.0,181,1,314.44,0,Loyal Customers,0,-0.844521501928182,0.12794334998861237,0
12651.0,100,1,114.0,0,Loyal Customers,0,-0.6374865715413143,-0.31101797952982707,0
12652.0,9,1,919.98,0,Loyal Customers,0,-0.2868329172807447,-0.647691327498415,0
12654.0,302,1,171.23000000000002,0,New Customers,2,-1.2044732231056758,0.7165056137819091,0
12656.0,2,3,-68.45,119,Loyal Customers,0,0.21991881711507216,-0.8982672040075201,1
12659.0,60,1,91.68,0,Loyal Customers,0,-0.526469933541021,-0.5161553391862718,0
12662.0,89,6,1585.51,607,At Risk,1,1.9871511925694163,-0.7536339601611586,0
12664.0,0,5,2276.8,331,At Risk,1,1.3720449391301879,-0.7521267051053886,1
12665.0,9,1,-1.25,0,Loyal Customers,0,-0.392305162970387,-0.7874891829354173,0
12667.0,0,1,620.13,0,Loyal Customers,0,-0.2956092308306275,-0.7385877674058751,0
12668.0,220,2,-63.97,80,Loyal Customers,0,-0.6373008051117895,0.20496443647641288,0
12669.0,3,3,471.43,217,Loyal Customers,0,0.5717269850554575,-0.952914067835196,1
12670.0,60,2,1273.54,244,Loyal Customers,0,0.460172387805468,-0.6360613377007591,0
12673.0,242,1,389.62,0,New Customers,2,-1.0091114994760009,0.447021175687685,0
12674.0,92,3,975.46,240,Loyal Customers,0,0.44546273854354623,-0.4607694099612935,0
12676.0,124,3,800.15,217,Loyal Customers,0,0.26580684872464994,-0.2927358102983341,0
12678.0,218,2,2073.52,32,Loyal Customers,0,-0.530329522783335,0.588607796542903,0
12679.0,0,4,857.33,341,At Risk,1,1.1171822210640334,-1.0353293685743752,1
12680.0,31,2,361.83,57,Loyal Customers,0,-0.12064951835845415,-0.6504529810084378,0
12681.0,33,7,5368.29,483,At Risk,1,2.330945526286253,-0.22950685635810997,0
12682.0,2,16,7288.08,636,At Risk,1,4.1959960349740735,0.1644783369604257,1
12683.0,5,14,4089.02,449,At Risk,1,3.0179804502289005,-0.14231225787588986,1
12684.0,66,3,916.26,235,Loyal Customers,0,0.49756611127767186,-0.5936653490372233,0
12685.0,29,3,2019.54,125,Loyal Customers,0,0.4002418066526664,-0.45390105929799657,1
12686.0,638,1,89.14,0,New Customers,2,-2.16787714983256,2.3987506213825944,0
12689.0,246,1,511.03,0,New Customers,2,-1.0065683934608916,0.48562032877529804,0
12691.0,0,2,479.5,28,Loyal Customers,0,-0.10581466935873603,-0.7470454629576408,1
12693.0,5,3,444.06,240,Loyal Customers,0,0.6316416452000496,-0.9802168922221244,1
12694.0,94,1,439.5,0,Loyal Customers,0,-0.5831840459350064,-0.2918854700704072,0
12695.0,244,2,248.2,57,New Customers,2,-0.7384303660893028,0.40662370858581826,0
12697.0,29,1,223.68,0,Loyal Customers,0,-0.42333881010674834,-0.6524806264675197,0
12700.0,127,6,4867.99,174,Loyal Customers,0,0.9612129853833773,0.5618702806059563,0
12701.0,36,1,337.08,0,Loyal Customers,0,-0.4302306796505487,-0.5999657310509866,0
12703.0,182,1,-8.850000000000001,0,Loyal Customers,0,-0.8843744944031605,0.08392742710110906,0
12704.0,243,4,1040.85,57,New Customers,2,-0.4003842554798187,0.6285564429896338,0
12705.0,128,3,2312.62,118,Loyal Customers,0,0.13178898653410945,0.1000217126022933,0
12708.0,37,9,731.42,508,At Risk,1,2.10786883491334,-0.8424191582739965,0
12709.0,0,12,3833.87,485,At Risk,1,2.8660813861641086,-0.3649641872189994,1
12710.0,245,3,411.61,91,New Customers,2,-0.4987366115598658,0.44067773993938003,0
12712.0,9,10,2595.38,628,At Risk,1,2.8815782038264084,-0.8208505117926472,1
12713.0,89,1,848.55,0,Loyal Customers,0,-0.5221551260746583,-0.2550303822490849,0
12716.0,181,1,375.59000000000003,0,Loyal Customers,0,-0.837520397074973,0.13722294233794174,0
12717.0,33,3,980.98,95,Loyal Customers,0,0.1803354149518592,-0.547976384036804,0
12719.0,30,3,608.1,211,Loyal Customers,0,0.49278452900573855,-0.7873222874060812,0
12720.0,3,14,3023.37,573,At Risk,1,3.272179556204151,-0.4933038190925147,1
12721.0,94,5,1999.48,359,At Risk,1,1.1570675186495982,-0.3605595602593985,0
12722.0,3,1,302.92,0,Loyal Customers,0,-0.34044472348867344,-0.7715935288285927,0
12723.0,181,3,376.69,32,Loyal Customers,0,-0.49731868516388367,0.19783803742328082,0
12724.0,39,2,363.14,202,Loyal Customers,0,0.29006416566741766,-0.8194411404160207,0
12725.0,638,1,427.8,0,New Customers,2,-2.1291037374108477,2.450142718602936,0
12726.0,29,3,1363.9,97,Loyal Customers,0,0.24150964155930008,-0.512932966696842,1
12727.0,215,4,1903.54,67,Loyal Customers,0,-0.19223259572684423,0.6037947595090032,0
12728.0,39,1,252.54,0,Loyal Customers,0,-0.4484276266635232,-0.5976635161545142,0
12731.0,35,4,2688.7,389,At Risk,1,1.3709114464481273,-0.650249067953917,0
12735.0,192,1,319.77,0,Loyal Customers,0,-0.8751435858446796,0.18423350883905276,0
12736.0,39,1,234.0,0,Loyal Customers,0,-0.45055028380135625,-0.600476985363943,0
12738.0,665,1,155.35,0,New Customers,2,-2.236957869336192,2.544979507934244,0
12739.0,334,1,975.54,0,New Customers,2,-1.2032448831996874,0.9999609229543172,0
12740.0,153,1,427.6,0,Loyal Customers,0,-0.7520652880766986,0.003890338394530889,0
12744.0,220,5,2118.74,29,Loyal Customers,0,-0.1731115712065696,0.7699289804950353,0
12747.0,151,5,2226.18,425,At Risk,1,1.2183986009057997,-0.134038869340542,0
12748.0,4,112,13876.93,692,High Value Inactive,3,16.845891487606373,6.214667098379843,1
12749.0,32,5,3392.51,303,At Risk,1,1.3252581775118553,-0.3809537205763807,0
12750.0,277,1,275.88,0,New Customers,2,-1.1215092301512313,0.6062924688638505,0
12753.0,99,7,12670.39,263,At Risk,1,2.3221864929082705,1.5294025186369868,0
12754.0,160,4,0.0,92,Loyal Customers,0,-0.17930545819362723,0.0013963866276741948,0
12755.0,160,4,2203.2,294,At Risk,1,0.6765416361130039,0.04382813555727183,0
12757.0,4,8,2867.1,272,At Risk,1,1.6186558688047794,-0.3970767684008441,1
12758.0,129,1,1570.19,0,Loyal Customers,0,-0.5531061443538389,0.05622970057552036,0
12759.0,98,1,444.8,0,Loyal Customers,0,-0.5939344523402746,-0.27090616109858545,0
12762.0,301,1,1436.93,0,New Customers,2,-1.0567230724178995,0.9035334847631408,0
12763.0,577,1,320.08,0,New Customers,2,-1.968239266468481,2.1261269054133116,0
12766.0,100,3,2554.2000000000003,385,At Risk,1,1.0367774500199054,-0.3903805070695691,0
12772.0,30,1,892.47,0,Loyal Customers,0,-0.3496078924791681,-0.5459471139024853,0
12775.0,279,3,599.45,62,New Customers,2,-0.6604225653854602,0.6825778366983309,0
12778.0,95,2,255.93,58,Loyal Customers,0,-0.3115012678727019,-0.34516809428615175,0
12779.0,220,7,2219.24,417,At Risk,1,1.2422429899102072,0.33117867435247195,0
12781.0,153,2,219.97,186,Loyal Customers,0,-0.09781786257220931,-0.24305777892009992,0
12782.0,212,2,194.65,10,Loyal Customers,0,-0.7941455577169982,0.3050161019092817,0
12783.0,151,2,622.84,1,Loyal Customers,0,-0.5988175128538191,0.07533107631473426,0
12785.0,151,2,305.71,272,Loyal Customers,0,0.17465591570368205,-0.364411257307214,0
12787.0,92,1,186.56,0,Loyal Customers,0,-0.606464714093119,-0.3403569588836059,0
12789.0,214,1,91.85,0,New Customers,2,-0.9637029392194337,0.26060900000349857,0
12791.0,697,1,192.60000000000002,0,New Customers,2,-2.3235507475610686,2.7120324604839774,0
12793.0,100,2,545.48,537,At Risk,1,1.138764841389633,-0.9682043867627248,0
12794.0,304,1,317.0,0,New Customers,2,-1.1934625207221896,0.7487139151531188,0
12797.0,454,1,254.03,0,New Customers,2,-1.6265672607101271,1.4957216498439174,0
12802.0,95,2,412.58,92,Loyal Customers,0,-0.19197005573031484,-0.37052906783685763,0
12808.0,126,3,483.65000000000003,420,At Risk,1,0.8304813075004971,-0.6240293958652698,0
12816.0,215,1,253.55,0,New Customers,2,-0.9480290986157897,0.2901909429132357,0
12817.0,282,1,166.04,0,New Customers,2,-1.1482813947682657,0.6148428892492794,0
12820.0,181,1,210.35000000000002,0,Loyal Customers,0,-0.856438836419932,0.11214755656847018,0
12821.0,96,1,92.72,0,Loyal Customers,0,-0.6285657261426574,-0.33442227436824384,0
12823.0,245,1,229.5,0,New Customers,2,-1.0359616518005947,0.4378540268922144,0
12824.0,30,1,397.12,0,Loyal Customers,0,-0.40632084896382914,-0.621117123227756,0
12826.0,60,3,577.1,394,At Risk,1,0.9508831282764506,-0.9051640295736323,0
12827.0,152,2,212.4,89,Loyal Customers,0,-0.3856933737008746,-0.10907726031685601,0
12828.0,151,5,907.51,184,Loyal Customers,0,0.347285072100915,0.014116193906934384,0
12829.0,162,1,207.25,0,Loyal Customers,0,-0.8028470243165012,0.015845749027728773,0
12830.0,92,3,2258.56,210,Loyal Customers,0,0.5027219772745476,-0.22270482514051693,0
12832.0,152,2,383.03,151,Loyal Customers,0,-0.18089408379316713,-0.17277906934477008,0
12834.0,310,1,312.38,0,New Customers,2,-1.2110272781306615,0.7782753646970155,0
12836.0,30,3,2161.73,312,At Risk,1,0.9724612965481959,-0.6975102701830265,0
12838.0,182,2,683.13,515,At Risk,1,0.8559629911771693,-0.5019359431113143,0
12839.0,95,7,2195.86,420,At Risk,1,1.603443291116863,-0.30717411495982455,0
12840.0,65,4,1284.2,183,Loyal Customers,0,0.5093765031182182,-0.4143840148147096,0
12841.0,4,14,2021.85,634,At Risk,1,3.336951173255524,-0.7283920816327268,1
12842.0,252,1,310.73,0,New Customers,2,-1.046536686399632,0.4854870828013407,0
12843.0,66,5,1282.36,213,Loyal Customers,0,0.7181981736657587,-0.3996265554962182,0
12844.0,60,2,325.96000000000004,276,Loyal Customers,0,0.4473033106378149,-0.8261004900251183,0
12849.0,121,1,346.39,0,Loyal Customers,0,-0.6705054199801468,-0.16983360155792518,0
12851.0,245,1,135.18,0,New Customers,2,-1.0467604123852992,0.4235408437296838,0
12853.0,96,1,-5.95,0,Loyal Customers,0,-0.6398625211690862,-0.3493955757109802,0
12854.0,6,2,401.82,0,Loyal Customers,0,-0.2154116136858821,-0.6881086450828706,1
12855.0,666,1,38.1,0,New Customers,2,-2.2532212028748635,2.5322304240926257,0
12856.0,29,4,866.46,272,At Risk,1,0.8297071499193243,-0.7879642190132436,1
12857.0,69,1,801.6,0,Loyal Customers,0,-0.4707444283778044,-0.36303024131168987,0
12865.0,124,1,981.38,0,Loyal Customers,0,-0.6063228907048238,-0.05834176960318686,0
12866.0,341,1,559.12,0,New Customers,2,-1.2707962028387798,0.9720749415348456,0
12867.0,96,3,1111.24,149,Loyal Customers,0,0.1777317067150055,-0.2884870547297178,0
12868.0,9,4,1176.3400000000001,688,At Risk,1,2.1650315275637255,-1.4429691093649792,1
12870.0,485,1,-14.899999999999999,0,New Customers,2,-1.7453755924444798,1.611267630822734,0
12872.0,454,1,378.53000000000003,0,New Customers,2,-1.6123131715159407,1.514614687415324,0
12873.0,310,1,374.0,0,New Customers,2,-1.203972362659611,0.7876262801600683,0
12875.0,363,1,293.76000000000005,0,New Customers,2,-1.3636420871326536,1.042768863810348,0
12877.0,155,4,376.56,184,Loyal Customers,0,0.15291115338911024,-0.09962654416782615,0
12879.0,92,1,140.5,0,Loyal Customers,0,-0.6117381546415867,-0.3473466240284973,0
12881.0,98,1,298.0,0,Loyal Customers,0,-0.6107416836150262,-0.2931832527892077,0
12882.0,182,1,471.84000000000003,0,Loyal Customers,0,-0.8293399712324495,0.15687276228343341,0
